site lat lon P Q P-Q Q/P (P-Q)/P 
2246000.0 30.1133 -81.90649 0.4544458255979049 -0.9372945152956789 2.016603351090703 -1.533754661392929 1.533754661392929
12390700.0 47.58605 -115.35515 -1.5905603895926672 -0.11361145639947623 -1.7609775741918814 0.6816687383968574 -0.6816687383968574
8104900.0 30.62575 -97.69112 0.2840286409986906 -0.6532658742969882 1.022503107595286 -1.1645174280946313 1.1645174280946313
1170100.0 42.70342 -72.67065 1.3633374767937148 2.073409079290441 -1.4769489331931909 2.6982720894875603 -2.6982720894875603
1568000.0 40.32342 -77.16887 1.50535179729306 1.022503107595286 1.1645174280946313 0.4544458255979049 -0.4544458255979049
2235200.0 28.87453 -81.48938 0.0 2.3148334241393282 -2.3148334241393282 2.3148334241393282 -2.3148334241393282
14316700.0 43.34984 -122.72894 -0.7952801947963336 -0.3124315050985596 -0.9656973793955479 0.0 0.0
1030500.0 45.50097 -68.30596 2.2722291279895246 1.7893804382917504 0.5680572819973811 0.9372945152956789 -0.9372945152956789
1594950.0 39.27669 -79.39031 0.4895215382447742 0.5814999169501999 -0.5814999169501999 0.5439837932759934 -0.5439837932759934
5131500.0 48.39578 -93.54933 -1.4485460690933218 -0.6248630101971192 -1.022503107595286 0.0 0.0
4233000.0 42.39313 -76.54494 1.8438351100171995 1.8438351100171995 0.015494412689220163 1.5339468562327963 -1.5339468562327963
14301000.0 45.704 -123.7554 -0.8520859229960717 0.3124315050985596 -2.7834806817871676 2.3858405843890007 -2.3858405843890007
4059500.0 45.75552 -87.20152 -1.1645174280946313 -2.471049176688608 1.3065317485939765 -2.613063497187953 2.613063497187953
3285000.0 37.64202 -84.66078 0.25562291279259464 -0.25562291279259464 0.8236738301094716 -1.0508941970362224 0.1136101834633754
14185000.0 44.39179 -122.49758 -1.4485460690933218 0.028402864099869057 -3.550358012483632 3.379940827884418 -3.379940827884418
3078000.0 39.70219 -79.13639 0.9372945152956789 0.48284868969777395 1.1645174280946313 -0.22722291279895246 0.22722291279895246
2469800.0 31.74432 -88.02251 -0.6532658742969882 -0.6532658742969882 -0.3408343691984287 -0.5964601460972502 0.5964601460972502
1547700.0 41.05951 -77.60583 0.7668773306964645 -0.3692372332982977 1.4769489331931909 -0.511251553797643 0.511251553797643
2070000.0 36.56819 -79.98726 0.3408343691984287 -1.3349346126938457 2.10181194339031 -1.9313947587910958 1.9313947587910958
2011400.0 38.04235 -79.88144 -0.3692372332982977 -0.8804887870959407 0.3124315050985596 -0.5680572819973811 0.5680572819973811
3161000.0 36.39333 -81.40694 -0.028402864099869057 -0.08520859229960717 -0.42604296149803583 0.5396544178975121 -0.5396544178975121
4124000.0 44.43639 -85.69868 0.5396544178975121 -0.42604296149803583 1.3917403408935838 -1.1645174280946313 1.1645174280946313
6888500.0 39.06265 -96.15025 0.5396544178975121 -1.1361145639947623 2.7550778176872983 -1.8745890305913577 1.8745890305913577
1550000.0 41.41841 -77.03275 1.3917403408935838 0.8520859229960717 1.6473661177924053 -0.1420143204993453 0.1420143204993453
6450500.0 43.60139 -100.74986 -0.2556257768988215 1.50535179729306 -0.4544458255979049 2.130214807490179 -2.130214807490179
14137000.0 45.39956 -122.13731 0.0 0.7952801947963336 -1.1929202921945004 0.9941002434954169 -0.9941002434954169
12375900.0 47.4916 -114.02677 0.4667537509360906 0.759226221771788 -0.7902150471502283 0.7902150471502283 -0.7902150471502283
11151300.0 36.26802 -121.0663 -1.5905603895926672 -0.7384744665965954 -1.6757689818922743 -0.028402864099869057 0.028402864099869057
2128000.0 35.38722 -79.83139 -0.9656973793955479 -2.016603351090703 1.1077116998948933 -1.9029918946912268 1.9029918946912268
14096850.0 44.95873 -121.39423 0.0 0.16216453127415398 -0.16216453127415398 0.16216453127415398 -0.16216453127415398
7340300.0 34.37955 -94.23576 -0.17041718459921434 -1.4201432049934528 1.0793088357950242 -1.7041718459921433 1.7041718459921433
5514500.0 39.0088 -90.97754 0.5680572819973811 0.1420143204993453 1.0793088357950242 -0.056805728199738115 0.056805728199738115
3460000.0 35.6675 -83.07361 0.0 0.6532658742969882 -2.2154233997897865 0.9372945152956789 -0.9372945152956789
9047700.0 39.59443 -105.97252 1.5621575254927982 -1.0793088357950242 2.471049176688608 -1.7609775741918814 1.7609775741918814
11383500.0 40.01405 -121.94832 -0.7952801947963336 -0.48284868969777395 -0.9941002434954169 0.5964601460972502 -0.5964601460972502
1435000.0 41.89009 -74.58988 2.3290087609991956 2.414216398596727 -1.5621400226214117 1.675750206084787 -2.613034219657634
6409000.0 44.01359 -103.83048 0.6816687383968574 0.7100716024967264 0.3408343691984287 0.8236830588962026 -0.8236830588962026
6479215.0 45.1808 -97.18619 0.7160246775690153 0.7818351804556831 -0.4079140071942694 0.7818351804556831 -0.4079140071942694
1583500.0 39.51078 -76.6765 1.7609775741918814 1.50535179729306 1.3633374767937148 0.8520859229960717 -0.8520859229960717
13018300.0 43.45215 -110.70409 -0.17041718459921434 -0.9656973793955479 0.17041718459921434 -0.8236830588962026 0.8236830588962026
12095000.0 47.13955 -122.09261 0.40919660368228405 1.3829563644637992 -1.3829563644637992 1.3829563644637992 -1.3829563644637992
11528700.0 40.64986 -123.4942 -0.6248630101971192 -0.6816687383968574 -1.3633374767937148 0.028402864099869057 -0.028402864099869057
1487000.0 38.72833 -75.56186 1.3633374767937148 1.2781288844941074 -0.2556257768988215 1.533754661392929 -1.533754661392929
1667500.0 38.35041 -77.975 -0.22722291279895246 0.08520859229960717 0.17041718459921434 -0.3124315050985596 0.3124315050985596
11522500.0 41.37763 -123.47756 -0.7952801947963336 -0.3124315050985596 -1.2213231562943694 1.022503107595286 -1.022503107595286
1548500.0 41.52174 -77.44748 2.2154233997897865 1.1077116998948933 2.8970921381866437 -0.3408343691984287 0.3408343691984287
10396000.0 42.79083 -118.8675 -3.8627895175821916 -1.022503107595286 -4.0048038380815365 2.6982720894875603 -2.6982720894875603
5454000.0 41.70002 -91.48767 0.2840286409986906 0.5964601460972502 0.0 1.1077116998948933 -1.1077116998948933
3164000.0 36.64735 -80.97897 -0.056805728199738115 -0.08520859229960717 -0.3124315050985596 -0.028402864099869057 0.028402864099869057
11274630.0 37.4866 -121.2091 -0.3692372332982977 -0.48284868969777395 -0.2556257768988215 -0.5396544178975121 0.5396544178975121
3500000.0 35.15 -83.37972 -0.9656973793955479 0.3124315050985596 -1.9029918946912268 1.0793088357950242 -1.0793088357950242
6934000.0 38.38881 -91.81989 0.0 0.24385480388234188 -0.24385480388234188 0.24385480388234188 -0.24385480388234188
