year  nDays  P  Q  P-Q   Q/P  (P-Q)/p
1980.0 366.0 985.7599996700883 429.6802394718082 556.0797601982802 0.4358872744031128 0.5641127255968872
1981.0 364.0 1110.599999088794 656.5757778494672 454.02422123932683 0.5911901480174349 0.40880985198256514
1982.0 364.0 995.9999981950969 600.6198262576556 395.3801719374412 0.6030319551667368 0.39696804483326315
1983.0 364.0 1087.5399978850037 455.87012578197346 631.6698721030302 0.4191755031249684 0.5808244968750317
1984.0 365.0 1267.5100007243454 852.6693293837545 414.8406713405909 0.6727121118543274 0.32728788814567256
1985.0 364.0 1019.1499962154776 539.0338683621469 480.1161278533307 0.5289053332324005 0.4710946667675995
1986.0 364.0 1044.3600029405206 592.9756288816756 451.3843740588451 0.5677885281053293 0.43221147189467074
1987.0 364.0 1088.0299966409802 516.6435609259229 571.3864357150574 0.47484312245152277 0.5251568775484773
1988.0 365.0 843.4099984504282 353.5877836565798 489.82221479384845 0.41923594017881693 0.5807640598211831
1989.0 364.0 1112.8800037819892 578.8420628685428 534.0379409134464 0.5201298081566903 0.4798701918433097
1990.0 364.0 1331.0800068397075 720.0552192219228 611.0247876177847 0.5409556266504978 0.45904437334950227
1991.0 364.0 855.8799987267703 344.9473012090119 510.93269751775836 0.40303231962677555 0.5969676803732245
1992.0 365.0 1116.5600048992783 670.9795843332117 445.58042056606655 0.6009346397766943 0.3990653602233058
1993.0 364.0 1050.4200047645718 698.2666459743047 352.15335879026713 0.6647499503123092 0.33525004968769084
1994.0 364.0 1184.8300029691309 852.1144359636353 332.7155670054956 0.7191870849221194 0.28081291507788064
1995.0 364.0 914.5099986493587 431.6511918922941 482.85880675706466 0.4720027036662261 0.5279972963337739
1996.0 365.0 1245.5799943637103 819.5757048301878 426.0042895335225 0.6579872096041959 0.3420127903958041
1997.0 364.0 902.7600040994585 561.8151240817695 340.944880017689 0.6223305435891613 0.3776694564108387
1998.0 364.0 896.3299991339445 403.9137295957093 492.4162695382352 0.45063060478393047 0.5493693952160695
1999.0 364.0 836.1799990329891 394.2535403030308 441.92645872995837 0.4714936266820185 0.5285063733179814
2000.0 365.0 951.1000024005771 389.9477124551311 561.152289945446 0.4099965423939679 0.5900034576060322
2001.0 364.0 862.3700029067695 383.5988675543308 478.7711353524387 0.4448193539447609 0.5551806460552391
2002.0 364.0 1040.2499952726066 610.735819717612 429.5141755549946 0.5871048521923456 0.4128951478076543
2003.0 364.0 1275.1300048865378 861.7007592469262 413.4292456396116 0.6757748276212833 0.32422517237871673
2004.0 365.0 1258.1499932222068 762.8846999125769 495.2652933096299 0.6063543329669127 0.39364566703308734
2005.0 364.0 1000.9299966730177 517.0885560763166 483.8414405967011 0.5166081122506696 0.48339188774933045
2006.0 364.0 1223.4999961294234 718.3022605444297 505.19773558499367 0.5870880774963622 0.41291192250363784
2007.0 364.0 1085.4900016169995 540.6012619335595 544.88873968344 0.49802509569710746 0.5019749043028926
2008.0 365.0 1021.0499989166856 547.7500182386949 473.2999806779907 0.5364575866214653 0.4635424133785347
2009.0 364.0 982.5300000421703 536.5152284156841 446.0147716264862 0.5460548058508715 0.4539451941491285
2010.0 364.0 1041.2199921216816 487.1549420298349 554.0650500918466 0.4678693702731976 0.5321306297268024
2011.0 364.0 1280.6600009016693 795.4900899837412 485.16991091792806 0.62115634861998 0.37884365138001996
2012.0 365.0 1027.3399950228631 393.02484806894074 634.3151469539224 0.382565508958107 0.617434491041893
2013.0 364.0 943.19999910146 545.135893722894 398.06410537856596 0.5779642644637596 0.4220357355362404
