year  nDays  P  Q  P-Q   Q/P  (P-Q)/p
1980.0 366.0 1467.1100039090961 984.7388224817597 482.3711814273364 0.6712099432611975 0.32879005673880246
1981.0 272.0 0.0 0.0 0.0 0.0 0.0
1982.0 92.0 0.0 0.0 0.0 0.0 0.0
1983.0 364.0 1582.6200027316809 1211.570386256203 371.04961647547793 0.7655472470744539 0.23445275292554615
1984.0 365.0 1639.12999862805 1189.9279710554024 449.2020275726477 0.7259509447398136 0.27404905526018636
1985.0 364.0 994.4600009471178 717.3016819069161 277.1583190402017 0.7212976703173202 0.27870232968267983
1986.0 364.0 1403.6300009880215 1017.1637449531643 386.4662560348572 0.7246665746936003 0.27533342530639976
1987.0 364.0 1115.6199961546808 762.1226177065372 353.49737844814365 0.6831381835512285 0.3168618164487715
1988.0 365.0 1337.5399992577732 853.6995057955374 483.8404934622357 0.6382609165103637 0.36173908348963635
1989.0 364.0 1245.7000005040318 850.4010469176152 395.2989535864166 0.6826692193734673 0.3173307806265327
1990.0 364.0 1875.5500046387315 1416.1522373469056 459.39776729182586 0.7550597072028932 0.24494029279710677
1991.0 364.0 1455.3700018376112 1066.9859541416922 388.384047695919 0.7331372453702296 0.26686275462977044
1992.0 365.0 1298.1199977844954 717.0218487530129 581.0981490314824 0.5523540581585338 0.44764594184146617
1993.0 364.0 1252.1199996955693 755.2577745905753 496.86222510499397 0.6031832210764166 0.39681677892358336
1994.0 364.0 1488.140000410378 1005.5179226332841 482.62207777709386 0.6756877191366382 0.32431228086336183
1995.0 364.0 1798.9099926874042 1299.134347840293 499.77564484711115 0.7221786265690299 0.2778213734309702
1996.0 365.0 2093.2900082785636 1619.9184045634663 473.3716037150973 0.7738623879906736 0.22613761200932633
1997.0 364.0 1832.8200029265136 1457.8295155877863 374.99048733872723 0.7954024471906844 0.20459755280931555
1998.0 364.0 1618.700000839308 1338.733716066022 279.9662847732859 0.827042512739778 0.17295748726022198
1999.0 364.0 1652.0400024224073 1568.726799089879 83.31320333252825 0.9495695000058322 0.05043049999416784
2000.0 365.0 600.5599977597594 775.0485278581024 -174.48853009834295 1.2905430444072687 -0.29054304440726864
2001.0 364.0 1226.329999389127 1031.268526689258 195.061472699869 0.8409388396295979 0.15906116037040208
2002.0 364.0 1212.490002432838 960.9351427093249 251.55485972351323 0.7925303637813317 0.20746963621866837
2003.0 364.0 1429.959997471422 1173.8286338606367 256.13136361078523 0.8208821477078388 0.1791178522921611
2004.0 365.0 1258.3000036571175 1002.7791300631691 255.5208735939484 0.7969316753943386 0.20306832460566135
2005.0 364.0 1316.1299973186105 1006.6134396613301 309.5165576572805 0.7648282781428374 0.23517172185716265
2006.0 364.0 1617.0299951024354 1552.5619690293097 64.46802607312566 0.9601318304123099 0.03986816958769014
2007.0 364.0 1213.9400020781904 1137.420554368783 76.51944770940736 0.9369660382074808 0.06303396179251922
2008.0 365.0 1158.2800008933991 1002.1658786833394 156.1141222100597 0.8652190125965686 0.13478098740343136
2009.0 364.0 1258.4500008746982 1044.748149251737 213.70185162296116 0.8301864583619328 0.1698135416380671
2010.0 364.0 1601.2000057473779 1302.5578385529375 298.6421671944404 0.8134885297761126 0.1865114702238874
2011.0 364.0 1475.0699976161122 1267.715633943561 207.35436367255124 0.859427441404367 0.14057255859563306
2012.0 365.0 1685.0300005748868 1597.9663867243048 87.06361385058199 0.9483311194335542 0.051668880566445835
2013.0 364.0 1327.6600042637438 1143.04103303441 184.61897122933374 0.8609440891218874 0.1390559108781126
