year  nDays  P  Q  P-Q   Q/P  (P-Q)/p
1980.0 366.0 909.6600007452071 500.21355284571257 409.4464478994945 0.5498906761162744 0.4501093238837256
1981.0 364.0 796.5799940768629 446.08941393921293 350.49058013765 0.5600057963496498 0.43999420365035025
1982.0 364.0 909.0600017718971 884.9634836132244 24.096518158672666 0.9734929288367051 0.026507071163294902
1983.0 364.0 1026.5399996694177 723.617517542331 302.9224821270867 0.7049092268936052 0.29509077310639475
1984.0 365.0 812.5599980335683 574.1481892703097 238.4118087632586 0.7065917478829552 0.29340825211704474
1985.0 364.0 777.0700039118528 472.0525774039548 305.01742650789805 0.6074775438861262 0.3925224561138739
1986.0 364.0 903.779994847253 736.4421127049146 167.33788214233834 0.8148466627980409 0.18515333720195917
1987.0 364.0 643.379999179393 313.30292767953614 330.0770714998569 0.4869640462543788 0.5130359537456213
1988.0 365.0 620.9999990388751 377.8364837518993 243.16351528697578 0.608432341927019 0.391567658072981
1989.0 364.0 799.4700014498085 650.449700131692 149.02030131811648 0.8136011344417253 0.18639886555827465
1990.0 364.0 750.070002341643 474.02698541627376 276.0430169253692 0.6319769940624332 0.3680230059375668
1991.0 364.0 777.9899986237288 522.5056457554404 255.4843528682884 0.6716097207930147 0.3283902792069853
1992.0 365.0 608.0899957790971 347.5199619480694 260.5700338310277 0.5714942925558574 0.42850570744414257
1993.0 364.0 840.4099986571819 569.0582016422213 271.35179701496054 0.677119742210909 0.3228802577890911
1994.0 364.0 718.3600015174598 280.1425337845677 438.21746773289203 0.3899751283378754 0.6100248716621246
1995.0 364.0 1088.469999589026 772.2350506163075 316.2349489727185 0.7094683830586792 0.2905316169413208
1996.0 365.0 1294.7999983616173 838.3565862215165 456.4434121401008 0.6474796009285881 0.3525203990714119
1997.0 364.0 981.2300019040704 1246.2922257575417 -265.0622238534713 1.2701326124752808 -0.27013261247528086
1998.0 364.0 1042.810001278296 745.1307155481155 297.6792857301806 0.7145412056220407 0.2854587943779593
1999.0 364.0 786.3499981854111 873.7268679834829 -87.37686979807177 1.1111170216820798 -0.11111702168207983
2000.0 365.0 869.0199971292168 537.8541019245964 331.16589520462037 0.6189202822735753 0.38107971772642474
2001.0 364.0 739.8900001402944 288.15488678868724 451.7351133516072 0.38945638775229924 0.6105436122477008
2002.0 364.0 859.7799996733665 457.97812762806774 401.8018720452988 0.5326689709019229 0.4673310290980771
2003.0 364.0 985.2000039406121 541.1206301651602 444.0793737754519 0.5492495209102526 0.4507504790897474
2004.0 365.0 895.8500017598271 418.94281325607767 476.90718850374947 0.4676483925133642 0.5323516074866358
2005.0 364.0 1024.3499991539866 482.96314400413826 541.3868551498483 0.47148254444576443 0.5285174555542356
2006.0 364.0 945.920002181083 694.2248013222461 251.69520085883687 0.733914918514797 0.266085081485203
2007.0 364.0 884.1299988720566 422.60784586610026 461.52215300595634 0.47799288159574854 0.5220071184042514
2008.0 365.0 915.819999685511 718.3101638945375 197.5098357909735 0.7843355289698876 0.2156644710301125
2009.0 364.0 907.9899984654039 609.3011050125726 298.6888934528313 0.6710438507498474 0.32895614925015265
2010.0 364.0 1045.9699971396476 447.7860764819086 598.183920657739 0.42810604291369997 0.5718939570863001
2011.0 364.0 1113.570000210777 846.9968855047827 266.57311470599427 0.7606139581206954 0.2393860418793046
2012.0 365.0 782.0300000738353 552.236486895065 229.79351317877024 0.7061576753358895 0.2938423246641105
2013.0 364.0 641.6100026592612 388.5900637822967 253.01993887696455 0.6056483879174567 0.39435161208254327
