year  nDays  P  Q  P-Q   Q/P  (P-Q)/p
1980.0 366.0 792.9599977117032 372.73829153244066 420.2217061792625 0.4700593883778199 0.5299406116221801
1981.0 364.0 1021.3200034014881 504.99601333409277 516.3239900673952 0.4944542471039562 0.5055457528960438
1982.0 364.0 1016.5599940363318 563.0814482716638 453.47854576466796 0.5539087231201224 0.44609127687987754
1983.0 364.0 1236.1299986094236 694.7147074149651 541.4152911944585 0.5620078051632756 0.43799219483672436
1984.0 365.0 1144.1899984683841 741.1816676702272 403.008330798157 0.6477784884174612 0.3522215115825388
1985.0 364.0 1014.7399983946234 509.9362068090433 504.8037915855801 0.5025289311703407 0.4974710688296593
1986.0 364.0 1144.890004986897 645.5972500987054 499.29275488819167 0.5638945639202205 0.4361054360797795
1987.0 364.0 1013.6299983095378 516.6699958082564 496.96000250128134 0.5097224792773725 0.49027752072262754
1988.0 365.0 904.3499961197376 470.1371200501694 434.2128760695682 0.5198619141564328 0.48013808584356715
1989.0 364.0 1073.170002836734 561.582737891623 511.5872649451111 0.5232933611703448 0.47670663882965525
1990.0 364.0 1253.2999973390251 776.5054387109208 476.79455862810437 0.6195686909435709 0.380431309056429
1991.0 364.0 894.7699933182448 445.543699022131 449.2262942961138 0.49794215535753167 0.5020578446424684
1992.0 365.0 1051.449997331947 590.6722900597855 460.7777072721616 0.561769262978378 0.43823073702162196
1993.0 364.0 1106.140000751242 739.710711186113 366.429289565129 0.6687315445456576 0.3312684554543423
1994.0 364.0 1241.5600001271814 864.7316046248789 376.82839550230256 0.6964879704052148 0.3035120295947852
1995.0 364.0 910.7699993755668 392.83905065734604 517.9309487182209 0.4313262963499901 0.56867370365001
1996.0 365.0 1523.2699974421412 874.8340227421936 648.4359746999476 0.5743131711457625 0.42568682885423753
1997.0 364.0 864.8599990159273 350.2090665139505 514.6509325019767 0.40493151135725153 0.5950684886427484
1998.0 364.0 1146.9899951200932 647.9251081195551 499.0648870005381 0.5648916824699203 0.43510831753007967
1999.0 364.0 1043.0100006628782 498.45997084335653 544.5500298195216 0.47790526507565945 0.5220947349243404
2000.0 365.0 1090.1500008814037 652.7924476177001 437.3575532637036 0.5988097482822611 0.40119025171773887
2001.0 364.0 906.0900032743812 399.98220962147826 506.1077936529029 0.44143761455930786 0.5585623854406921
2002.0 364.0 1188.36000351049 669.2505079022269 519.1094956082632 0.5631715186687695 0.43682848133123053
2003.0 364.0 1387.4200004450977 921.8734071009441 465.5465933441536 0.6644515768874589 0.3355484231125411
2004.0 365.0 1403.5800008401275 772.3631697438625 631.216831096265 0.5502808313609174 0.44971916863908257
2005.0 364.0 1178.5100028868765 672.306905691153 506.20309719572344 0.5704719553031123 0.42952804469688766
2006.0 364.0 1297.7000058963895 835.0939130121641 462.6060928842254 0.6435184628324948 0.35648153716750514
2007.0 364.0 1087.5700044278055 560.1915738582974 527.3784305695082 0.5150855315773686 0.48491446842263136
2008.0 365.0 1349.3300052247941 691.9150331633601 657.414972061434 0.5127841450824991 0.48721585491750086
2009.0 364.0 1101.0600024927408 597.8536106308164 503.2063918619243 0.5429800458442845 0.45701995415571545
2010.0 364.0 1045.7700027525425 500.62824396262994 545.1417587899125 0.4787173495557724 0.5212826504442276
2011.0 364.0 1854.169998485595 1344.0448565158108 510.1251419697842 0.724876822305165 0.27512317769483496
2012.0 365.0 1020.4699970968068 480.1944380866036 540.2755590102031 0.4705620346043844 0.5294379653956156
2013.0 364.0 895.9900001268834 440.47167454152793 455.51832558535546 0.49160333762558917 0.5083966623744108
